Co./Last Name,Date,Invoice,StockCode,PurCat,Quantity,UnitCost,Discount,LineTotal,TaxLabel,TaxAmount
Coca Cola,27/01/2021,IN000299644,9416216057362,1,24.0,1.8463,0.0,48.2979,VAT9,3.99
Ganga Prasad Peas,27/01/2021,260121,277,1,30.0,0.367,0.0,12.0,VAT9,0.99
Market,27/01/2021,270121,51,1,30.0,0.9174,0.0,30.0,VAT9,2.48
Goodman Fielder,27/01/2021,A210262611135538,706799200033,1,24.0,1.6425,0.0,42.9678,VAT9,3.55
Goodman Fielder,27/01/2021,A210262611135538,706799200040,1,16.0,2.6775,0.0,46.6956,VAT9,3.86
Goodman Fielder,27/01/2021,A210262611135538,706799200255,1,24.0,1.6425,0.0,42.9678,VAT9,3.55
Motibhai,27/01/2021,1180047587,9416323109459,1,120.0,2.154,0.0,281.7432,VAT9,23.26
Motibhai,27/01/2021,1180047587,9416323109480,1,6.0,2.154,12.924,0.0,VAT9,0.0
Motibhai,27/01/2021,1180047587,93573023,1,720.0,0.534,0.0,419.0832,VAT9,34.6
Motibhai,27/01/2021,1180047587,93573030,1,100.0,0.285,0.0,31.065,VAT9,2.57
Motibhai,27/01/2021,1180047587,93613323,1,100.0,0.285,0.0,31.065,VAT9,2.57
Motibhai,27/01/2021,1180047587,93573009,1,60.0,0.5346,0.0,34.9672,VAT9,2.89
Motibhai,27/01/2021,1180047587,8992760121090,1,24.0,1.6716,0.0,43.7308,VAT9,3.61
Paradise Beverages,27/01/2021,CUI-051291,9421014525302,1,600.0,3.9208,0.0,2564.23,VAT9,211.73
Paradise Beverages,27/01/2021,CUI-051291,9421902692161,1,24.0,2.5566,0.0,66.88,VAT9,5.52
Paradise Beverages,27/01/2021,CUI-051291,9421902692123,1,24.0,2.5566,0.0,66.88,VAT9,5.52
Paradise Beverages,27/01/2021,CUI-051291,9421902692864,1,24.0,2.5566,0.0,66.88,VAT9,5.52
Paradise Beverages,27/01/2021,CUI-051291,9421902692000,1,24.0,1.942,0.0,50.8,VAT9,4.19
Paradise Beverages,27/01/2021,CUI-051291,9421902692741,1,48.0,2.5566,0.0,133.76,VAT9,11.04
Tappoo Limited,27/01/2021,0144735,9414453905507,1,240.0,3.58,0.0,936.53,VAT9,77.33
Tappoo Limited,27/01/2021,0145033,489,1,60.0,3.1191,0.0,203.99,VAT9,16.84
Punjas,28/01/2021,12243862,6291003003202,1,24.0,0.815,0.0,21.3204,VAT9,1.76
Punjas,28/01/2021,12243862,9416470992508,1,20.0,2.052,0.0,44.7336,VAT9,3.69
RB Patel,28/01/2021,0411000007349,89686060027,1,24.0,1.6042,0.0,41.965,VAT9,3.47
RB Patel,28/01/2021,0411000007349,4808888201115,1,12.0,0.5458,0.0,7.1395,VAT9,0.59
RB Patel,28/01/2021,0411000007349,8850006321133,1,12.0,0.9,0.0,11.772,VAT9,0.97
Paradise Beverages,28/01/2021,51389,9421014525302,1,600.0,3.9208,0.0,2564.2,VAT9,211.72
Paradise Beverages,28/01/2021,51389,9421902692741,1,48.0,2.5566,0.0,133.76,VAT9,11.04
Paradise Beverages,28/01/2021,51389,9421902692161,1,48.0,2.5566,0.0,133.76,VAT9,11.04
Paradise Beverages,28/01/2021,51390,9421014525302,1,1200.0,3.9208,0.0,5128.41,VAT9,423.45
Paradise Beverages,28/01/2021,51390,9421902692741,1,48.0,2.5566,0.0,133.76,VAT9,11.04
Paradise Beverages,28/01/2021,51390,9421902692161,1,48.0,2.5566,0.0,133.76,VAT9,11.04
Paradise Beverages,28/01/2021,51390,9421902692123,1,48.0,2.5566,0.0,133.76,VAT9,11.04
Paradise Beverages,28/01/2021,51390,9421902692864,1,48.0,2.5566,0.0,133.76,VAT9,11.04
Paradise Beverages,28/01/2021,51388,9421902692017,1,72.0,3.5885,258.372,0.0,VAT9,0.0
Paradise Beverages,28/01/2021,51388,9421014525302,1,72.0,3.9208,282.2976,0.0,VAT9,0.0
Paradise Beverages,28/01/2021,51388,9421902692123,1,48.0,2.5566,122.7168,0.0,VAT9,0.0
Paradise Beverages,28/01/2021,51388,9421902692741,1,48.0,2.5566,122.7168,0.0,VAT9,0.0
Paradise Beverages,29/01/2021,290121,9421014525302,1,420.0,3.82,0.0,1748.796,VAT9,144.4
Local Timber Distributors Limited,06/02/2021,56779,263,1,20.0,1.3761,0.0,29.9968,VAT9,2.48
Flex Distributors,08/02/2021,581,180,1,24.0,1.1085,0.0,29.0,VAT9,2.39
shop n save,08/02/2021,371748,180,1,60.0,1.1,0.0,71.94,VAT9,5.94
Motibhai,11/02/2021,193328,93573023,1,40.0,0.801,0.0,34.9236,VAT9,2.88
Motibhai,11/02/2021,193328,93545037,1,20.0,1.117,0.0,24.3506,VAT9,2.01
bondwell,11/02/2021,1227311,52,1,4.0,2.9358,0.0,12.8,VAT9,1.06
Interlinc Group,11/02/2021,0966,78,1,540.56,0.8486,0.0,500.0048,VAT9,41.28
Investment Legends,12/02/2021,2861,9310797257220,1,300.0,6.9037,0.0,2257.5099,VAT9,186.4
Investment Legends,12/02/2021,2861,9310797257237,1,20.0,13.8072,0.0,300.9926,VAT9,24.85
Investment Legends,12/02/2021,2861,9310797282161,1,30.0,7.523,0.0,246.0021,VAT9,20.31
Investment Legends,12/02/2021,2861,9310797246439,1,20.0,6.606,0.0,144.0108,VAT9,11.89
Legends Distributors,12/02/2021,15361,302,1,200.0,1.7247,0.0,375.9846,VAT9,31.04
Legends Distributors,12/02/2021,15361,5555001340044,1,30.0,2.5875,0.0,84.6058,VAT9,6.99
Legends Distributors,12/02/2021,15361,5555001340082,1,40.0,6.8992,0.0,300.8073,VAT9,24.84
Legends Distributors,12/02/2021,15361,5555001340105,1,30.0,8.6235,0.0,281.983,VAT9,23.28
Legends Distributors,12/02/2021,15361,5555001340204,1,5.0,17.2477,0.0,94.0016,VAT9,7.76
Legends Distributors,12/02/2021,15361,5555001340303,1,5.0,25.8715,0.0,141.0024,VAT9,11.64
Legends Distributors,12/02/2021,15361,9200129100044,1,50.0,2.5872,0.0,141.0024,VAT9,11.64
Legends Distributors,12/02/2021,15361,9200129100082,1,40.0,6.8995,0.0,300.8182,VAT9,24.84
Legends Distributors,12/02/2021,15361,9200129100112,1,20.0,9.4872,0.0,206.8166,VAT9,17.08
Legends Distributors,12/02/2021,15361,9200129100150,1,10.0,12.9358,0.0,141.0024,VAT9,11.64
Legends Distributors,12/02/2021,15361,9200129100259,1,5.0,21.5596,0.0,117.502,VAT9,9.7
Ganga Prasad Peas,12/02/2021,12022021,277,1,15.0,0.367,0.0,5.995,VAT9,0.5
Punjas,12/02/2021,12244283,9403146709263,1,20.0,1.5688,0.0,34.2042,VAT9,2.82
Ashabhai,12/02/2021,11460504,9416590000190,1,100.0,0.178,0.0,19.402,VAT9,1.6
Asaleo,12/02/2021,114582,328,1,100.0,0.5146,0.0,56.0914,VAT9,4.63
Paradise Beverages,12/02/2021,290121B,9421902692123,1,24.0,2.5566,0.0,66.88,VAT9,5.52
Paradise Beverages,12/02/2021,290121B,9421902692864,1,24.0,2.5566,0.0,66.88,VAT9,5.52
Paradise Beverages,12/02/2021,290121B,9421014525500,1,240.0,2.0004,0.0,523.31,VAT9,43.21
Paradise Beverages,12/02/2021,290121B,9421014525302,1,180.0,3.9213,0.0,769.36,VAT9,63.53
Paradise Beverages,12/02/2021,290121B,9421902692741,1,24.0,2.5566,0.0,66.88,VAT9,5.52
Goodman Fielder,15/02/2021,A210461511324164,706799200033,1,48.0,1.6425,0.0,85.9356,VAT9,7.1
Goodman Fielder,15/02/2021,A210461511324164,706799200019,1,60.0,0.3333,0.0,21.8,VAT9,1.8
Goodman Fielder,15/02/2021,A210461511324164,9414681200047,1,12.0,1.2347,0.0,16.1538,VAT9,1.33
Goodman Fielder,15/02/2021,A210461511324164,706799200255,1,12.0,1.6425,0.0,21.4839,VAT9,1.77
Paradise Beverages,15/02/2021,CUI-052536A,9421014525302,1,672.0,3.9208,0.0,2871.9102,VAT9,237.13
Market,15/02/2021,15022021,51,1,30.0,1.0,0.0,30.0,VAT12.5,3.33
Market,15/02/2021,15022021,311,1,100.0,0.9,0.0,90.0,VAT12.5,10.0
Paradise Beverages,15/02/2021,CUI-052203,9421014525302,1,1200.0,3.9208,0.0,5128.45,VAT9,423.45
Paradise Beverages,15/02/2021,CUI-052203,9421014525500,1,240.0,2.0005,0.0,523.31,VAT9,43.21
Paradise Beverages,15/02/2021,CUI-052203,9421902692123,1,120.0,2.5567,0.0,334.41,VAT9,27.61
Paradise Beverages,15/02/2021,CUI-052203,9421901704841,1,24.0,23.3364,0.0,610.48,VAT9,50.41
Maxval-u,15/02/2021,70256,8725000639679,1,120.0,4.5872,0.0,600.0014,VAT9,49.54
Coca Cola,16/02/2021,IN000307773,632565000029,1,36.0,2.1175,0.0,83.0907,VAT9,6.86
Coca Cola,16/02/2021,IN000307773,9416216033915,1,12.0,2.0428,0.0,26.7159,VAT9,2.21
Coca Cola,16/02/2021,IN000307773,632565000036,1,60.0,2.3125,0.0,151.2375,VAT9,12.49
Coca Cola,16/02/2021,IN000307773,9416216284157,1,16.0,3.3486,0.0,58.4022,VAT9,4.82
Coca Cola,16/02/2021,IN000307773,9416216001464,1,24.0,1.4679,0.0,38.4007,VAT9,3.17
Coca Cola,16/02/2021,IN000307773,9416216073645,1,24.0,1.4679,0.0,38.4007,VAT9,3.17
Coca Cola,16/02/2021,IN000307773,1220000061545,1,24.0,2.5687,0.0,67.1985,VAT9,5.55
Coca Cola,16/02/2021,IN000307773,9416216020434,1,12.0,2.2171,0.0,29.0049,VAT9,2.39
Coca Cola,16/02/2021,IN000307773,9416216020458,1,12.0,2.2175,0.0,29.0049,VAT9,2.39
Coca Cola,16/02/2021,IN000307773,632565000012,1,48.0,1.3838,0.0,72.3978,VAT9,5.98
Coca Cola,16/02/2021,IN000307773,9416216057324,1,120.0,1.8463,0.0,241.5004,VAT9,19.94
CJ Patel,16/02/2021,1982709,9338815001136,1,72.0,0.3058,0.0,24.0018,VAT9,1.98
CJ Patel,16/02/2021,1982709,9338815001198,1,72.0,0.2917,0.0,22.89,VAT9,1.89
CJ Patel,16/02/2021,1982709,9338815001044,1,12.0,2.8998,0.0,37.932,VAT9,3.13
CJ Patel,16/02/2021,1982709,9338815001211,1,12.0,2.8998,0.0,37.932,VAT9,3.13
CJ Patel,16/02/2021,1982709,9338815001013,1,72.0,0.3058,0.0,24.0018,VAT9,1.98
CJ Patel,16/02/2021,1982709,9338815001204,1,48.0,0.5537,0.0,28.9722,VAT9,2.39
Pinto Industries,17/02/2021,48291,70,1,100.0,0.1376,0.0,15.0,VAT9,1.24
Ravnil's investment,17/02/2021,2866,9414043001145,1,48.0,0.6403,0.0,33.5,VAT9,2.77
Ravnil's investment,17/02/2021,2866,272,1,100.0,0.0596,0.0,6.5,VAT9,0.54
Ashabhai,17/02/2021,11464080,9415093003233,1,6.0,3.5,0.0,22.89,VAT9,1.89
Legends Distributors,18/02/2021,14305,9200129100044,1,50.0,2.5872,0.0,141.0,VAT9,11.64
Legends Distributors,18/02/2021,14305,9200129100112,1,10.0,9.487,0.0,103.41,VAT9,8.54
Legends Distributors,18/02/2021,14305,9200129100259,1,5.0,21.56,0.0,117.5,VAT9,9.7
Legends Distributors,18/02/2021,14305,9200129100082,1,30.0,6.8995,0.0,225.61,VAT9,18.63
Legends Distributors,18/02/2021,14305,5555001340105,1,20.0,8.6233,0.0,187.99,VAT9,15.52
Legends Distributors,18/02/2021,14305,302,1,20.0,1.7247,0.0,37.59,VAT9,3.1
Legends Distributors,18/02/2021,14305,5555001340082,1,50.0,6.8993,0.0,376.01,VAT9,31.05
Legends Distributors,18/02/2021,14305,5555001340044,1,50.0,2.5873,0.0,141.0,VAT9,11.64
Coca Cola,18/02/2021,IN000310479,9416216001730,1,24.0,1.4679,0.0,38.4007,VAT9,3.17
Coca Cola,18/02/2021,IN000310479,9416216284102,1,24.0,3.3487,0.0,87.6033,VAT9,7.23
Coca Cola,18/02/2021,IN000310479,9416216283068,1,36.0,2.8058,0.0,110.1009,VAT9,9.09
Coca Cola,18/02/2021,IN000310479,9416216001464,1,48.0,1.4679,0.0,76.8014,VAT9,6.34
Coca Cola,18/02/2021,IN000310479,9416216057324,1,48.0,1.8463,0.0,96.5958,VAT9,7.98
Coca Cola,18/02/2021,IN000310479,9416216057348,1,48.0,1.8463,0.0,96.5958,VAT9,7.98
Coca Cola,18/02/2021,IN000310479,9416216284133,1,16.0,3.3486,0.0,58.4022,VAT9,4.82
Coca Cola,18/02/2021,IN000310479,9416216283075,1,24.0,2.8058,0.0,73.4006,VAT9,6.06
Coca Cola,18/02/2021,IN000310479,9416216001723,1,24.0,1.4679,0.0,38.4007,VAT9,3.17
Coca Cola,18/02/2021,IN000310479,9416216082074,1,24.0,1.8463,0.0,48.2979,VAT9,3.99
Coca Cola,18/02/2021,IN000310479,9416216073645,1,24.0,1.4679,0.0,38.4007,VAT9,3.17
Coca Cola,18/02/2021,IN000310479,9416216009347,1,16.0,3.3486,0.0,58.4022,VAT9,4.82
Coca Cola,18/02/2021,IN000310479,9416216002768,1,12.0,3.57,0.0,46.6956,VAT9,3.86
Market,18/02/2021,160221,2032,1,15.0,0.4,0.0,6.0,VAT12.5,0.67
Tappoo Limited,18/02/2021,015566,9414453905507,1,240.0,4.0,116.16,919.79,VAT9,75.95
Tappoo Limited,18/02/2021,0150563,9300752020181,1,12.0,11.12,0.0,145.4496,VAT9,12.01
Tappoo Limited,18/02/2021,0150563,9300752250076,1,24.0,10.5,0.0,274.68,VAT9,22.68
Paradise Beverages,19/02/2021,CUI-052750,9421014525500,1,240.0,2.0004,0.0,523.309,VAT9,43.21
Paradise Beverages,19/02/2021,CUI-052750,9421014525302,1,600.0,3.9208,0.0,2564.2032,VAT9,211.72
Paradise Beverages,19/02/2021,CUI-052750,9421902692000,1,48.0,1.9419,0.0,101.5989,VAT9,8.39
Paradise Beverages,19/02/2021,CUI-052750,9421902692741,1,120.0,2.5566,0.0,334.4011,VAT9,27.61
Paradise Beverages,19/02/2021,CUI-052750,9421902692765,1,120.0,2.5567,0.0,334.412,VAT9,27.61
Paradise Beverages,19/02/2021,CUI-052750,9421902692161,1,120.0,2.5566,0.0,334.4011,VAT9,27.61
Paradise Beverages,19/02/2021,CUI-052750A,9421014525302,1,600.0,3.9208,0.0,2564.2032,VAT9,211.72
Western Metro,19/02/2021,1617 & 1618,4806511015009,1,100.0,1.15,0.0,125.35,VAT9,10.35
Western Metro,19/02/2021,1617 & 1618,336,1,100.0,0.24,0.0,26.16,VAT9,2.16
Western Metro,19/02/2021,1617 & 1618,373,1,60.0,2.0,0.0,130.8,VAT9,10.8
Western Metro,19/02/2021,1617 ,116,1,24.0,1.9167,0.0,50.14,VAT9,4.14
Western Metro,19/02/2021,1617 ,76,1,12.0,2.3333,0.0,30.52,VAT9,2.52
Western Metro,19/02/2021,1617 ,9419414400541,1,135.0,0.4,0.0,58.86,VAT9,4.86
Western Metro,19/02/2021,1617 ,254,1,330.0,0.1061,0.0,38.15,VAT9,3.15
Western Metro,19/02/2021,1617 ,433,1,24.0,0.7083,0.0,18.53,VAT9,1.53
Western Metro,19/02/2021,1617 ,294,1,100.0,0.05,0.0,5.45,VAT9,0.45
Western Metro,19/02/2021,1617 ,44,1,14.0,0.75,0.0,11.445,VAT9,0.95
Western Metro,19/02/2021,1617 ,706799200811,1,315.0,0.4,0.0,137.34,VAT9,11.34
Western Metro,19/02/2021,1617 ,9310288712412,1,45.0,0.5,0.0,24.525,VAT9,2.03
Motibhai,19/02/2021,118200047980,93573030,1,100.0,0.285,0.0,31.065,VAT9,2.57
Motibhai,19/02/2021,118200047980,93573023,1,150.0,0.534,0.0,87.309,VAT9,7.21
Motibhai,19/02/2021,118200047980,9416323109435,1,54.0,1.2626,0.0,74.3162,VAT9,6.14
Paradise Beverages,19/02/2021,CUI-052536B,9421014525302,1,528.0,3.9204,0.0,2256.27,VAT9,186.3
Paradise Beverages,19/02/2021,CUI-052536B,9421014525500,1,120.0,2.0004,0.0,261.65,VAT9,21.6
Paradise Beverages,19/02/2021,CUI-052536B,9421902692864,1,48.0,2.5566,0.0,133.76,VAT9,11.04
Paradise Beverages,19/02/2021,CUI-052536B,9421902692123,1,24.0,2.5567,0.0,66.88,VAT9,5.52
Paradise Beverages,19/02/2021,CUI-052536B,9421902692765,1,96.0,2.5567,0.0,267.53,VAT9,22.09
Paradise Beverages,19/02/2021,CUI-052536B,9421902692161,1,24.0,2.5566,0.0,66.88,VAT9,5.52
Paradise Beverages,19/02/2021,CUI-052536B,9421902692741,1,96.0,2.5566,0.0,267.52,VAT9,22.09
Paradise Beverages,19/02/2021,CUI-052536C,9421901704841,1,24.0,23.3364,0.0,610.4763,VAT9,50.41
Paradise Beverages,19/02/2021,CUI-052537,9421014525500,1,168.0,2.0004,0.0,366.3163,VAT9,30.25
Paradise Beverages,19/02/2021,CUI-052537,9421902692000,1,168.0,1.9419,0.0,355.6016,VAT9,29.36
Paradise Beverages,19/02/2021,CUI-052537,9421902692123,1,288.0,2.5566,0.0,802.567,VAT9,66.27
RB Patel,22/02/2021,0410010014806,5388887655670,1,360.0,0.6117,0.0,240.0,VAT9,19.82
Interlinc Group,22/02/2021,0981,78,1,540.6,0.8486,0.0,500.04,VAT9,41.29
Market,23/02/2021,23022021,311,1,60.0,0.8257,0.0,54.0,VAT9,4.46
Goodman Fielder,23/02/2021,42885,9414681004324,1,62.0,0.7213,0.0,48.7448,VAT9,4.02
Goodman Fielder,23/02/2021,42885,706799200750,1,30.0,0.335,0.0,10.9545,VAT9,0.9
Goodman Fielder,23/02/2021,42885,706799200774,1,60.0,0.786,0.0,51.4044,VAT9,4.24
Tappoo Limited,23/02/2021,0151763,9414453905507,1,240.0,3.516,0.0,919.7856,VAT9,75.95
Ashabhai,24/02/2021,I1467902,9415093003233,1,6.0,3.5,0.0,22.89,VAT9,1.89
Prasad Distributors,24/02/2021,265,2114,1,12.0,0.7645,0.0,10.0,VAT9,0.83
Prasad Distributors,24/02/2021,265,295,1,24.0,0.2294,0.0,6.0,VAT9,0.5
Ravnil's investment,24/02/2021,3005,9421014520963,1,10.0,1.5596,0.0,17.0,VAT9,1.4
Legends Distributors,25/02/2021,16994,5555001340105,1,30.0,8.6234,0.0,281.983,VAT9,23.28
Legends Distributors,25/02/2021,16994,302,1,50.0,1.7243,0.0,93.9798,VAT9,7.76
Legends Distributors,25/02/2021,16994,5555001340204,1,5.0,17.248,0.0,94.0016,VAT9,7.76
Legends Distributors,25/02/2021,16994,5555001340082,1,20.0,6.8993,0.0,150.4091,VAT9,12.42
Legends Distributors,25/02/2021,16994,9200129100150,1,10.0,12.936,0.0,141.0024,VAT9,11.64
Legends Distributors,25/02/2021,16994,9200129100259,1,10.0,21.5596,0.0,235.004,VAT9,19.4
Legends Distributors,25/02/2021,16994,9200129100044,1,50.0,2.5872,0.0,141.0024,VAT9,11.64
Legends Distributors,25/02/2021,16994,1461051648853,1,10.0,4.2661,0.0,46.4994,VAT9,3.84
Legends Distributors,25/02/2021,16994,308,1,10.0,2.5596,0.0,27.904,VAT9,2.3
Market,26/02/2021,25022021,51,1,50.0,0.9174,0.0,49.9983,VAT9,4.13
Paradise Beverages,27/02/2021,CUI-052923,9421014525500,1,120.0,2.0004,0.0,261.6545,VAT9,21.6
Paradise Beverages,27/02/2021,CUI-052923,9421014525302,1,600.0,3.9208,0.0,2564.225,VAT9,211.73
Paradise Beverages,27/02/2021,CUI-052924,9421014525302,1,1200.0,3.9208,0.0,5128.45,VAT9,423.45
Paradise Beverages,27/02/2021,CUI-052924,9421902692888,1,120.0,1.982,0.0,259.2456,VAT9,21.41
Ganga Prasad Peas,27/02/2021,1202021,277,1,15.0,0.367,0.0,6.0,VAT9,0.5
Ganga Prasad Peas,27/02/2021,23022021,277,1,15.0,0.367,0.0,6.0,VAT9,0.5
Pinto Industries,02/03/2021,49076,358,1,120.0,0.2294,0.0,30.0,VAT9,2.48
Flex Distributors,02/03/2021,599,9420016999708,1,60.0,1.1085,0.0,72.5,VAT9,5.99
Tappoo Limited,03/03/2021,0154025,9414453905507,1,360.0,3.516,0.0,1379.6784,VAT9,113.92
Ganga Prasad Peas,03/03/2021,0303221,277,1,30.0,0.367,0.0,12.0009,VAT9,0.99
Makans,04/03/2021,SI698391,56,1,24.0,2.88,0.0,75.3408,VAT9,6.22
Makans,04/03/2021,SI698391,55,1,12.0,1.8017,0.0,23.5658,VAT9,1.95
New World,04/03/2021,HOPSINV/20-21/04322,5388887655670,1,432.0,0.413,0.0,194.48,VAT9,16.06
Legends Distributors,05/03/2021,14356,5555001340105,1,50.0,8.6235,0.0,469.9862,VAT9,38.81
Legends Distributors,05/03/2021,14356,302,1,150.0,1.7247,0.0,281.983,VAT9,23.28
Legends Distributors,05/03/2021,14356,5555001340204,1,5.0,17.2477,0.0,94.0016,VAT9,7.76
Legends Distributors,05/03/2021,14356,5555001340044,1,50.0,2.5875,0.0,141.0242,VAT9,11.64
Legends Distributors,05/03/2021,14356,5555001340082,1,50.0,6.8992,0.0,376.0064,VAT9,31.05
Legends Distributors,05/03/2021,14356,9200129100112,1,10.0,9.4872,0.0,103.4083,VAT9,8.54
Legends Distributors,05/03/2021,14356,9200129100150,1,10.0,12.9358,0.0,141.0024,VAT9,11.64
Legends Distributors,05/03/2021,14356,9200129100259,1,5.0,21.5596,0.0,117.502,VAT9,9.7
Legends Distributors,05/03/2021,14356,9200129100044,1,100.0,2.5872,0.0,282.0048,VAT9,23.28
Legends Distributors,05/03/2021,14356,9200129100082,1,50.0,6.8995,0.0,376.0282,VAT9,31.05
Investment Legends,05/03/2021,23252,9310797257220,1,50.0,6.9037,0.0,376.2462,VAT9,31.07
Investment Legends,05/03/2021,23252,9310797257237,1,50.0,13.807,0.0,752.4815,VAT9,62.13
Investment Legends,05/03/2021,23252,9310797282161,1,10.0,7.523,0.0,82.0007,VAT9,6.77
Investment Legends,05/03/2021,23252,9310797246439,1,10.0,6.606,0.0,72.0054,VAT9,5.95
Interlinc Group,05/03/2021,13525,78,1,540.54,0.8486,0.0,499.983,VAT9,41.28
Motibhai,06/03/2021,1180048452,9416323109404,1,48.0,1.0314,0.0,53.9659,VAT9,4.46
Motibhai,06/03/2021,1180048452,9416323109350,1,40.0,3.9123,0.0,170.5741,VAT9,14.08
Motibhai,06/03/2021,1180048452,30004818,1,25.0,1.1002,0.0,29.975,VAT9,2.48
Motibhai,06/03/2021,1180048452,93573030,1,50.0,0.285,0.0,15.5325,VAT9,1.28
Motibhai,06/03/2021,1180048452,93573023,1,60.0,0.534,0.0,34.9236,VAT9,2.88
Motibhai,06/03/2021,1180048452,93613323,1,50.0,0.285,0.0,15.5325,VAT9,1.28
Motibhai,06/03/2021,1180048452,93545037,1,30.0,0.7447,0.0,24.3506,VAT9,2.01
Motibhai,06/03/2021,1180048452,271,1,100.0,0.107,0.0,11.663,VAT9,0.96
Motibhai,06/03/2021,1180048452,9416590000190,1,100.0,0.111,0.0,12.099,VAT9,1.0
Motibhai,06/03/2021,1180048452,9416323109404,1,12.0,1.0317,0.0,13.4942,VAT9,1.11
Motibhai,06/03/2021,1180048452,9416323109404,1,6.0,1.0317,0.0,6.7471,VAT9,0.56
Motibhai,06/03/2021,1180048452,9416323109350,1,4.0,3.9123,0.0,17.0585,VAT9,1.41
Paradise Beverages,07/03/2021,CUI-053361,9421902692901,1,120.0,2.0004,0.0,261.6545,VAT9,21.6
Paradise Beverages,07/03/2021,CUI-053361,9421014525500,1,120.0,2.0004,0.0,261.6545,VAT9,21.6
Paradise Beverages,07/03/2021,CUI-053361,9421014525302,1,600.0,3.9208,0.0,2564.2032,VAT9,211.72
Paradise Beverages,07/03/2021,CUI-053361,9421902692017,1,240.0,3.7517,0.0,981.4469,VAT9,81.04
Paradise Beverages,07/03/2021,CUI-053361,9421014520833,1,12.0,41.6728,0.0,545.0763,VAT9,45.01
Paradise Beverages,07/03/2021,CUI-053361,9421014520031,1,12.0,58.7531,0.0,768.4936,VAT9,63.45
Paradise Beverages,07/03/2021,53550,9421902692901,1,120.0,2.0004,0.0,261.6545,VAT9,21.6
Paradise Beverages,07/03/2021,53550,9421014525500,1,120.0,2.0004,0.0,261.6545,VAT9,21.6
Paradise Beverages,07/03/2021,53550,9421014525302,1,1200.0,3.9208,0.0,5128.4064,VAT9,423.45
Paradise Beverages,07/03/2021,53550,9421902692000,1,120.0,1.9419,0.0,254.0027,VAT9,20.97
Paradise Beverages,07/03/2021,53550,9421902692017,1,120.0,3.7517,0.0,490.718,VAT9,40.52
Paradise Beverages,07/03/2021,53550,9421902692888,1,96.0,1.982,0.0,207.3943,VAT9,17.12
Paradise Beverages,07/03/2021,53550,9421902692741,1,48.0,2.5566,0.0,133.7648,VAT9,11.04
Paradise Beverages,07/03/2021,53550,9421902692765,1,48.0,2.5567,0.0,133.7648,VAT9,11.04
Paradise Beverages,07/03/2021,53550,9421902692123,1,120.0,2.5566,0.0,334.4011,VAT9,27.61
Paradise Beverages,07/03/2021,53550,9421902692864,1,120.0,2.5566,0.0,334.4011,VAT9,27.61
Paradise Beverages,07/03/2021,53550,9421014522059,1,24.0,22.0613,0.0,577.1223,VAT9,47.65
Market,08/03/2021,08032021,2032,1,25.0,0.367,0.0,10.0,VAT9,0.83
Paradise Beverages,09/03/2021,CUI-053662 ,9421902692901,1,120.0,2.0004,0.0,261.65,VAT9,21.6
Paradise Beverages,09/03/2021,CUI-053662 ,9421014525500,1,120.0,2.0004,0.0,261.65,VAT9,21.6
Paradise Beverages,09/03/2021,CUI-053662 ,9421014525302,1,600.0,3.9208,0.0,2564.2,VAT9,211.72
FUSION,09/03/2021,ICE090321,263,1,19.0,0.5,0.0,10.355,VAT9,0.86
Goodman Fielder,09/03/2021,A210670814333240,9414681200047,1,12.0,1.235,0.0,16.1538,VAT9,1.33
Goodman Fielder,09/03/2021,A210670814333240,706799200033,1,36.0,1.6425,0.0,64.4517,VAT9,5.32
Goodman Fielder,09/03/2021,A210670814333240,706799200040,1,32.0,2.6775,0.0,93.3912,VAT9,7.71
Goodman Fielder,09/03/2021,A210670814333240,706799200255,1,36.0,1.6425,0.0,64.4517,VAT9,5.32
Goodman Fielder,09/03/2021,A210670814333240,706799200095,1,60.0,0.2283,0.0,14.933,VAT9,1.23
FMF,09/03/2021,459086,9416470239603,1,60.0,0.4758,0.0,31.12,VAT9,2.57
FMF,09/03/2021,459086,9416470218240,1,24.0,0.8883,0.0,23.24,VAT9,1.92
FMF,09/03/2021,459086,9416470366156,1,12.0,2.6773,0.0,35.02,VAT9,2.89
Coca Cola,09/03/2021,IN000316179,9416216008999,1,12.0,2.8058,0.0,36.7003,VAT9,3.03
Coca Cola,09/03/2021,IN000316179,9416216009040,1,12.0,2.8058,0.0,36.7003,VAT9,3.03
Coca Cola,09/03/2021,IN000316179,9416216283051,1,12.0,2.8058,0.0,36.7003,VAT9,3.03
Coca Cola,09/03/2021,IN000316179,9416216284102,1,24.0,3.3488,0.0,87.6033,VAT9,7.23
Coca Cola,09/03/2021,IN000316179,9416216001464,1,24.0,1.4679,0.0,38.4007,VAT9,3.17
Coca Cola,09/03/2021,IN000316179,9416216057324,1,72.0,1.8463,0.0,144.8937,VAT9,11.96
Coca Cola,09/03/2021,IN000316179,9416216082074,1,24.0,1.8463,0.0,48.2979,VAT9,3.99
Coca Cola,09/03/2021,IN000316179,9416216015362,1,24.0,1.8458,0.0,48.287,VAT9,3.99
Coca Cola,09/03/2021,IN000316179,9416216057362,1,24.0,1.8463,0.0,48.2979,VAT9,3.99
FUSION,10/03/2021,ICE100321,263,1,7.0,0.5,0.0,3.815,VAT9,0.32
